dummy_field	id_set_1	name_set_1	id_set_2	name_set_2
1.0	21158	downtown+dirt_20191839.html	20972	down+at+the+arcade_20191808.html
1.0	79802	turn+me+on_20983212.html	79801	turn+me+on_20975890.html
0.85	20735	dont+turn+around_20137693.html	20733	dont+turn+around_20022803.html
0.97	84990	yesterday+when+i+was+young_21028002.html	20067	dont+change+on+me_20183981.html
1.0	83741	whos+that+chick_20899408.html	83740	whos+that+chick_20889247.html
0.9833333333333333	37943	i+want+you+back+98_20722774.html	37942	i+want+you+back+98+bad+boy+mix_20608944.html
1.0	49496	love+is+a+many+splendoured+thing_21027942.html	49495	love+is+a+many+splendored+thing_20810104.html
0.9166666666666666	9883	blue+hawaii_20047855.html	9882	blue+hawaii_20007909.html
1.0	49496	love+is+a+many+splendoured+thing_21027942.html	49492	love+is+a+many+splendored+thing_20248673.html
1.0	49496	love+is+a+many+splendoured+thing_21027942.html	49493	love+is+a+many+splendored+thing_20504149.html
1.0	49496	love+is+a+many+splendoured+thing_21027942.html	49494	love+is+a+many+splendored+thing_20804298.html
1.0	34202	hooked+on+a+feeling_20613426.html	34201	hooked+on+a+feeling_20607711.html
1.0	11468	brown+eyed+handsome+man_20048673.html	11467	brown+eyed+handsome+man_20030896.html
0.8633333333333333	20187	dont+forget+me_20184639.html	20185	dont+forget+me_20088549.html
1.0	38467	id+rather+leave+while+im+in+love_20780861.html	38466	id+rather+leave+while+im+in+love_20043981.html
1.0	31098	hard+times_20147285.html	31093	hard+times_20050021.html
0.8733333333333333	25849	fopp_20785273.html	25848	fopp_10219808.html
0.87	24410	farther+along_20041777.html	24409	farther+along+feat+dolly+parton+linda+ronstadt_20200408.html
1.0	70948	stay+with+me_21088932.html	29499	good+thing_21083727.html
0.8666666666666667	36041	i+dont+need+no+doctor_20726222.html	36039	i+dont+need+no+doctor_20185553.html
1.0	75307	the+hard+way_20052529.html	69352	somebody+stand+by+me_20052528.html
0.9866666666666667	31384	have+you+ever+been+in+love_20363373.html	31382	have+you+ever+been+in+love_20107390.html
0.9266666666666666	4476	ang+pag+ibig+kong+ito_20642008.html	4475	ang+pag+ibig+kong+ito_20275519.html
